match_id,draw_number,feature_cutoff_date,league_external_id,p_home_market,p_draw_market,p_away_market,home_npxg_for,home_npxg_against,away_npxg_for,away_npxg_against,home_opponent_adjusted_attack,home_opponent_adjusted_defence,away_opponent_adjusted_attack,away_opponent_adjusted_defence,home_shot_quality_for,home_shot_quality_conceded,away_shot_quality_for,away_shot_quality_conceded,home_set_piece_attack,home_set_piece_defence,away_set_piece_attack,away_set_piece_defence,home_goalkeeper_prevention,away_goalkeeper_prevention,expected_home_goals,expected_away_goals,p_home_dc,p_draw_dc,p_away_dc,market_vs_dc_home,market_vs_dc_draw,market_vs_dc_away,attack_strength_difference,expected_goal_difference,expected_goal_total,market_balance,defence_strength_difference,favourite_strength,combined_draw_rate,combined_one_goal_match_rate,combined_close_match_rate,combined_low_scoring_rate,league_draw_rate,league_home_win_rate,league_away_win_rate,league_avg_goals,league_goal_std,league_favourite_win_rate,league_competitive_balance,league_avg_npxg,league_upset_rate,league_prior_weight,home_rest_days,away_rest_days,rest_day_difference,home_matches_last_14_days,away_matches_last_14_days,home_short_rest,away_short_rest,home_congestion,away_congestion,congestion_difference,home_extra_time_in_previous_match,away_extra_time_in_previous_match,extra_time_x_short_rest,fatigue_difference,home_advantage_log,home_advantage_coefficient,travel_distance_km,home_missing_player_value,away_missing_player_value,missing_value_difference,home_unavailable_count,away_unavailable_count,home_lineup_changes,away_lineup_changes,missing_value_x_favourite,short_rest_x_missing_value,congestion_x_squad_depth,short_rest_x_rotation,has_availability,label,match_date,blend_market_weight,blend_dc_weight,p_home_blend_pre_draw,p_draw_blend_pre_draw,p_away_blend_pre_draw,p_home_blend,p_draw_blend,p_away_blend,p_home_market_norm,p_draw_market_norm,p_away_market_norm,p_home_dc_norm,p_draw_dc_norm,p_away_dc_norm
2516,4953,2026-05-17,113,0.4910624286002285,0.26278475908877086,0.24615281231100056,1.6293719188900704,1.0783046568416397,1.9738639318362219,1.5657346896600182,,,,,0.11758206365732385,0.09007170782985548,0.12387140287875031,0.12175707817055118,1.3575236367877328,0.7989999219527568,1.0925758527668668,0.6937295543800573,0.04268587669565842,-0.007728918629349373,2.1085131070542062,0.747932401226631,0.683676210344707,0.20092060900042072,0.11540318065487258,-0.19261378174447857,0.06186415008835014,0.13074963165612796,0.2575996914976858,0.2755656558610442,2.6428426835302448,0.24490961628922792,0.10975245262890743,0.4910624286002285,0.2,0.4,0.6,0.6000000000000001,0.226,0.4285454545454545,0.34545454545454546,2.852,1.7225714273899426,0.55,0.6388014614616945,1.5868354144453976,0.44999999999999996,0.9090909090909091,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0.02813129249355574,1.0285307139191804,,,,,,,,,,,,,0,2,2026-05-17,1.0,0.0,0.4910624286002285,0.26278475908877086,0.24615281231100056,0.4910624286002285,0.26278475908877086,0.24615281231100056,0.4910624286002285,0.26278475908877086,0.24615281231100056,0.6836762103447067,0.20092060900042064,0.11540318065487253
2517,4953,2026-05-17,113,0.2824848539650963,0.27452753413509356,0.44298761189981006,,,1.2531520031255168,1.3249100695376732,,,,,,,0.10210057054229218,0.11707394808197062,,,0.9544856214098061,1.0173923045302975,,-0.01308607944481559,0.8717265248580784,1.2701009555347986,0.24796453024482182,0.3027766430347561,0.4492588267204222,0.0345203237202745,-0.028249108899662534,-0.006271214820612159,,,,0.16050275793471375,,0.44298761189981006,0.1,0.45,0.55,0.3,0.226,0.4285454545454545,0.34545454545454546,2.852,1.7225714273899426,0.55,0.6388014614616945,,0.44999999999999996,0.9090909090909091,190,189,1,0,0,0,0,0,0,0,0,0,0,1,0.2633569310717603,1.3012911072990792,,,,,,,,,,,,,0,X,2026-05-17,1.0,0.0,0.2824848539650963,0.27452753413509356,0.44298761189981,0.2824848539650963,0.27452753413509356,0.44298761189981,0.28248485396509637,0.2745275341350936,0.4429876118998101,0.24796453024482176,0.30277664303475604,0.4492588267204221
2518,4953,2026-05-17,114,0.5731664522166335,0.23499824540881978,0.19183530237454674,1.1670926917163982,2.6888071817740173,,,,,,,0.09105670945913072,0.1268202214316346,,,0.8540111752503896,1.2342429832322468,,,-0.020481670758605065,,1.2837512264130022,1.0,0.4221679662822691,0.2957475840104745,0.28208444970725555,0.15099848593436443,-0.06074933860165474,-0.0902491473327088,,,,0.3813311498420868,,0.5731664522166335,0.1,0.5,0.6,0.25,0.2696363636363637,0.4376363636363636,0.2927272727272727,2.750181818181818,1.6444254773035396,0.55,0.6385863399110708,1.5868354144453976,0.44999999999999996,0.9090909090909091,189,175,14,0,0,0,0,0,0,0,0,0,0,14,0.05576633280528659,1.0573505867230744,,,,,,,,,,,,,0,X,2026-05-17,1.0,0.0,0.5731664522166335,0.23499824540881978,0.19183530237454674,0.5731664522166335,0.23499824540881978,0.19183530237454674,0.5731664522166335,0.23499824540881978,0.19183530237454674,0.42216796628226944,0.29574758401047474,0.28208444970725577
2519,4953,2026-05-17,140,0.4809866392600205,0.2698869475847893,0.24912641315519013,,,1.1670964811562956,1.1630136132812527,,,,,,,0.14829160705272842,0.10705236834308603,,,1.499414178716309,1.689484062039494,,-0.01730714370633014,1.4378856910650895,1.1786255979142752,0.43162255717624176,0.2575548528012948,0.3108225900224637,0.04936408208377874,0.012332094783494507,-0.06169617686727358,,,,0.23186022610483037,,0.4809866392600205,0.05,0.6499999999999999,0.7,0.4,0.2441818181818182,0.46309090909090905,0.2927272727272727,2.6901818181818182,1.548123163294553,0.55,0.5913305613232441,1.121463046405797,0.44999999999999996,0.9090909090909091,4,5,-1,2,3,0,0,0,0,0,0,0,0,-1,0.31478786535731634,1.3699686623170955,,,,,10,4,,,,,0.0,0.0,1,X,2026-05-17,1.0,0.0,0.48098663926002044,0.2698869475847893,0.2491264131551901,0.48098663926002044,0.2698869475847893,0.2491264131551901,0.48098663926002055,0.26988694758478937,0.24912641315519016,0.43162255717624165,0.25755485280129475,0.31082259002246365
2520,4953,2026-05-17,140,0.39359953591801217,0.3268877501691966,0.2795127139127913,1.0312860037271454,1.5932880993575727,0.8826008728418653,1.1378750103608533,,,,,0.10567999600538514,0.12549226331568433,0.10762538967865573,0.10696088653833254,1.2925132132398203,1.3317140031970196,1.2514023756560575,1.3408941781159092,-0.01363080523853824,0.031341277273212176,1.1590829391077253,0.8720705281036104,0.4252205670651761,0.29833763347890013,0.2764417994559243,-0.031621031147163914,0.028550116690296445,0.0030709144568670244,0.05865369809023624,0.32093280532961677,3.2443374079546667,0.11408682200522086,0.6661657238144212,0.39359953591801217,0.1,0.55,0.65,0.55,0.2441818181818182,0.46309090909090905,0.2927272727272727,2.6901818181818182,1.548123163294553,0.55,0.5913305613232441,1.121463046405797,0.44999999999999996,0.9090909090909091,5,4,1,3,3,0,0,0,0,0,0,0,0,1,0.37943955725973333,1.4614652922578943,,,,,8,4,,,,,0.0,0.0,1,1,2026-05-17,1.0,0.0,0.39359953591801217,0.3268877501691966,0.2795127139127913,0.39359953591801217,0.3268877501691966,0.2795127139127913,0.39359953591801217,0.3268877501691966,0.2795127139127913,0.4252205670651759,0.2983376334789,0.2764417994559242
2521,4953,2026-05-17,140,0.468502690724913,0.269389047166825,0.2621082621082621,1.1384492759703413,1.6090139299882376,1.2008043108176554,1.0666523178784497,,,,,0.12343749337191558,0.10285152497509845,0.10994807710170129,0.11244013931208557,1.5996034435833104,1.0371376362137765,1.554147104603804,1.3509929217562364,-0.0012765307587409942,0.0008544957688662804,1.6174538679214565,1.053915703865907,0.5061238265037551,0.2452525804445389,0.24862359305170637,-0.037621135778842074,0.024136466722286087,0.013484669056555737,0.3346288353987459,0.07880676690770994,4.095441170669332,0.20639442861665092,0.4106613739926842,0.468502690724913,0.30000000000000004,0.44999999999999996,0.75,0.55,0.2441818181818182,0.46309090909090905,0.2927272727272727,2.6901818181818182,1.548123163294553,0.55,0.5913305613232441,1.121463046405797,0.44999999999999996,0.9090909090909091,3,3,0,3,2,1,1,0,0,0,0,0,0,0,0.5029108639873667,1.6535274657686598,,,,,10,12,,,,,0.0,0.0,1,2,2026-05-17,1.0,0.0,0.468502690724913,0.269389047166825,0.2621082621082621,0.468502690724913,0.269389047166825,0.2621082621082621,0.468502690724913,0.269389047166825,0.2621082621082621,0.5061238265037549,0.2452525804445388,0.24862359305170625
2522,4953,2026-05-17,140,0.38738393797262377,0.272805590121566,0.33981047190581026,1.3000064725368974,1.0882717679837053,1.2521182499256438,1.0562461926712474,,,,,0.09949953478256328,0.10746995080977807,0.13646782946178657,0.09446019038443147,1.0821481855502273,1.5615650036104896,1.876093212057143,0.9842810867182891,0.01954391791744969,-0.007981152033227109,1.1443892046053297,1.424980169905349,0.3042333929227164,0.25982151827687494,0.4359450888004092,0.08315054504990738,0.01298407184469108,-0.09613461689459896,0.05104111804861078,0.606056730572998,3.4388375281982846,0.04757346606681351,0.2335550799154883,0.38738393797262377,0.4,0.4,0.8,0.6000000000000001,0.2441818181818182,0.46309090909090905,0.2927272727272727,2.6901818181818182,1.548123163294553,0.55,0.5913305613232441,1.121463046405797,0.44999999999999996,0.9090909090909091,3,4,-1,3,2,1,0,0,0,0,0,0,0,-1,0.34853364833388256,1.4169882214140597,,,,,10,6,,,,,0.0,0.0,1,1,2026-05-17,1.0,0.0,0.38738393797262377,0.272805590121566,0.33981047190581026,0.38738393797262377,0.272805590121566,0.33981047190581026,0.38738393797262377,0.272805590121566,0.33981047190581026,0.3042333929227162,0.2598215182768748,0.43594508880040894
2523,4953,2026-05-17,61,0.4780361757105944,0.26098191214470284,0.26098191214470284,1.5324927598841338,1.3212750387923375,1.4437536698116202,1.417922412403456,,,,,0.10904911961654502,0.1485070549509304,0.11452542532427626,0.12492984293334276,0.8665615114335266,1.4295140580426866,1.072175963591858,0.9553908806117665,-0.016221768459993423,-0.00034400440234758127,2.150202149340521,1.4884501820277984,0.5249017008683786,0.21289305188837465,0.2622052472432466,-0.046865525157784194,0.04808886025632819,-0.0012233350985437763,0.12203184276748913,0.8925214742956027,3.941501418021519,0.21705426356589158,0.09997521300949774,0.4780361757105944,0.1,0.6,0.7,0.35,0.226,0.4612727272727273,0.31272727272727274,2.8756363636363633,1.7602655785996872,0.55,0.584100553281264,1.3297937861426177,0.44999999999999996,0.9090909090909091,7,7,0,1,2,0,0,0,0,0,0,0,0,0,0.3306271991325722,1.3918408161132487,,,,,8,6,,,,,0.0,0.0,1,1,2026-05-17,1.0,0.0,0.4780361757105944,0.26098191214470284,0.26098191214470284,0.4780361757105944,0.26098191214470284,0.26098191214470284,0.4780361757105944,0.26098191214470284,0.26098191214470284,0.5249017008683787,0.2128930518883747,0.2622052472432467
2524,4954,2026-05-24,39,0.1354490430230656,0.20611810894814334,0.6584328480287911,1.2897761296694745,1.233949166545279,1.642332817157934,0.8977149366974863,,,,,0.12333619535112779,0.11752800761093768,0.11419597002970626,0.09621310450040377,1.6752167630530286,1.6347313339314966,1.6204011191173873,0.8414930232554304,-0.012549878377279618,0.002098516570153695,0.8104234663629039,1.7066993331356346,0.17067614297814784,0.24723605785015526,0.5820877991716968,-0.03522709995508225,-0.041117948902011925,0.07634504885709426,0.1799882256755725,0.42160143934255156,2.745935937328834,0.5229838050057255,0.11533772446281276,0.6584328480287911,0.2,0.5,0.7,0.35,0.2623636363636364,0.428,0.30963636363636365,2.7734545454545456,1.600532082312561,0.55,0.5873734230227933,1.3747373194150787,0.44999999999999996,0.9090909090909091,7,6,1,3,2,0,0,0,0,0,0,0,0,1,0.2502507817139944,1.2843474671630482,,,,,8,4,22,,,,0.0,0.0,1,2,2026-05-24,0.7,0.3,0.1460171730095903,0.21845349361874694,0.6355293333716628,0.1460171730095903,0.21845349361874694,0.6355293333716628,0.1354490430230656,0.20611810894814334,0.6584328480287911,0.17067614297814784,0.24723605785015526,0.5820877991716968
2525,4954,2026-05-24,39,0.7151598592626587,0.17293865687624294,0.11190148386109836,1.9689000681464648,1.070074704388451,1.3785394372790585,1.381137010571944,,,,,0.1133457553465731,0.12630864271404674,0.10317693293038084,0.10706241693427244,1.0600360122569428,1.0850999512089565,0.8430183568751077,0.8756995216032033,0.02197655013440152,-0.005777203793113412,2.218579102237787,0.9447747619800514,0.6587013154103601,0.19755691568198913,0.14374176890765056,0.05645854385229854,-0.024618258805746196,-0.0318402850465522,0.14543252868172263,1.6393296895879934,3.9449967809357482,0.6032583754015604,0.1646408611901825,0.7151598592626587,0.2,0.35,0.55,0.35,0.2623636363636364,0.428,0.30963636363636365,2.7734545454545456,1.600532082312561,0.55,0.5873734230227933,1.3747373194150787,0.44999999999999996,0.9090909090909091,5,9,-4,3,2,0,0,0,0,0,0,0,0,-4,0.27296468067774654,1.3138538395780892,,,,,0,6,,,,,0.0,0.0,1,2,2026-05-24,0.7,0.3,0.6982222961069692,0.18032413451796683,0.12145356937506403,0.6982222961069692,0.18032413451796683,0.12145356937506403,0.7151598592626587,0.17293865687624294,0.11190148386109836,0.6587013154103603,0.1975569156819892,0.14374176890765059
