key,team_name
4201,Grorud
6541,Mjøndalen
8421,Skeid
4393,Stjørdals Blink
4393,Stjørdals Blink
6541,Mjøndalen
4201,Grorud
8421,Skeid
4393,Stjørdals Blink
6541,Mjøndalen
8421,Skeid
4201,Grorud
6541,Mjøndalen
4201,Grorud
8421,Skeid
4393,Stjørdals Blink
4393,Stjørdals Blink
4201,Grorud
6541,Mjøndalen
8421,Skeid
8421,Skeid
4393,Stjørdals Blink
6541,Mjøndalen
4201,Grorud
4393,Stjørdals Blink
8421,Skeid
6541,Mjøndalen
4201,Grorud
6541,Mjøndalen
8421,Skeid
4393,Stjørdals Blink
4201,Grorud
6541,Mjøndalen
4201,Grorud
8421,Skeid
4393,Stjørdals Blink
4393,Stjørdals Blink
6541,Mjøndalen
4201,Grorud
8421,Skeid
4201,Grorud
6541,Mjøndalen
4393,Stjørdals Blink
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
8421,Skeid
6541,Mjøndalen
6541,Mjøndalen
8421,Skeid
2303,Jerv
2303,Jerv
6541,Mjøndalen
8421,Skeid
6541,Mjøndalen
8421,Skeid
2303,Jerv
6541,Mjøndalen
2303,Jerv
8421,Skeid
2303,Jerv
8421,Skeid
6541,Mjøndalen
2303,Jerv
8421,Skeid
6541,Mjøndalen
2303,Jerv
8421,Skeid
6541,Mjøndalen
6541,Mjøndalen
2303,Jerv
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
8421,Skeid
2303,Jerv
6541,Mjøndalen
6541,Mjøndalen
2303,Jerv
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
8421,Skeid
2303,Jerv
6541,Mjøndalen
6541,Mjøndalen
2303,Jerv
8421,Skeid
2303,Jerv
6541,Mjøndalen
8421,Skeid
8421,Skeid
6541,Mjøndalen
2303,Jerv
2303,Jerv
6541,Mjøndalen
8421,Skeid
2303,Jerv
8421,Skeid
6541,Mjøndalen
2303,Jerv
6541,Mjøndalen
8421,Skeid
6541,Mjøndalen
8421,Skeid
2303,Jerv
2303,Jerv
6541,Mjøndalen
8421,Skeid
8421,Skeid
2303,Jerv
6541,Mjøndalen
2303,Jerv
8421,Skeid
6541,Mjøndalen
2303,Jerv
8421,Skeid
6541,Mjøndalen
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
2303,Jerv
839074,FC Motown
741364,West Chester United
1128320,Cleveland SC
824154,Chicago FC United
727433,Brave SC
1334305,Orlando FC Wolves
1334275,Hartford City FC
1334280,Oyster Bay United FC
1128323,Denton Diablos
1334306,D'Feeters Kicks Soccer Club
1334307,Southern States SC Stars
1334308,Georgia Revolution FC
1334309,San Fernando Valley FC
1334310,Escondido FC
1334312,Lynchburg FC
1334314,Northern Virginia FC
540876,Ocean City Nor'easters
741370,Lansdowne Yonkers
584940,South Carolina United Bantams
540880,North Carolina Fusion U23
634267,Miami United
1334311,City Soccer FC
540857,Western Mass Pioneers
1334313,Brockton FC United
540889,Des Moines Menace
1128103,Minneapolis City
540887,Tulsa Athletics
839081,Azteca FC
162188,Capital FC
1334315,Contra Costa FC
1334316,Las Vegas Legends FC
1334317,Park City Red Wolves SC
1334312,Lynchburg FC
1334314,Northern Virginia FC
839074,FC Motown
741364,West Chester United
614315,Charlotte Independence
540880,North Carolina Fusion U23
267816,Pittsburgh Riverhounds SC
